age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,user_id
-0.698431372757728,3,1,2,0,2,2,2,1,54,269
0.037940694112052524,3,1,1,4,2,4,0,7,54,270
-1.119215410969031,3,0,2,4,2,4,0,20,30,271
-0.4880393536520764,3,0,2,3,0,2,0,7,54,272
0.14313670366487832,3,0,2,1,2,4,0,23,54,273
-0.38284334409925064,3,0,2,1,2,3,0,9,0,274
0.5639207418761815,3,1,2,4,2,1,0,7,54,275
-0.38284334409925064,3,0,2,10,7,3,0,25,34,276
1.0899007896403103,3,1,2,4,0,4,0,12,0,277
0.037940694112052524,3,0,2,0,2,4,0,10,54,278
-0.38284334409925064,3,1,2,1,2,4,2,10,30,279
-0.4880393536520764,3,0,0,4,0,4,0,7,0,280
-0.38284334409925064,3,1,2,4,2,4,0,7,0,281
-0.2776473345464248,2,0,2,4,0,4,0,7,54,282
-0.06725531544077326,3,0,2,4,9,4,0,25,54,283
1.1950967991931363,3,0,2,3,9,4,0,9,54,284
-0.8036273823105538,3,0,1,4,2,2,0,7,32,285
-0.17245132499359905,2,0,2,10,2,4,0,20,54,286
2.8782329520383487,3,0,2,0,2,4,0,7,54,287
0.14313670366487832,3,1,2,2,2,3,0,7,54,288
-0.8036273823105538,3,0,2,10,7,4,0,7,54,289
1.1950967991931363,3,0,2,10,9,4,0,10,34,290
-0.2776473345464248,3,1,2,2,2,4,2,10,32,291
1.0899007896403103,3,0,2,1,0,4,0,26,54,292
2.7730369424855232,3,0,2,1,2,3,0,10,54,293
1.9314688660629167,3,0,2,10,2,4,0,19,30,294
3.6146050189081294,3,0,2,4,2,4,0,7,54,295
-1.0140194014162054,3,0,2,2,13,4,0,8,54,296
0.3535287227705299,3,1,2,2,5,3,0,7,0,297
-0.17245132499359905,3,1,2,2,2,4,0,14,0,298
-0.38284334409925064,3,1,2,1,2,4,2,7,54,299
0.24833271321770412,3,0,2,2,2,4,0,7,0,300
0.774312760981833,3,1,2,10,0,4,0,14,54,301
1.5106848278516136,3,1,2,4,9,4,0,7,54,302
1.9314688660629167,3,0,2,2,2,4,0,7,54,303
0.9847047800874846,3,1,2,1,2,3,0,7,11,304
-0.2776473345464248,3,0,2,1,2,4,0,14,43,305
2.247056894721394,3,0,2,2,8,3,0,19,54,306
0.774312760981833,3,1,2,4,7,3,0,10,54,307
2.8782329520383487,3,0,2,10,2,1,0,7,54,308
1.0899007896403103,3,0,2,4,9,3,2,7,54,309
-0.4880393536520764,3,1,2,1,9,3,0,7,17,310
1.4054888182987877,3,0,2,2,5,4,0,7,54,311
1.6158808374044393,3,1,2,2,2,3,0,14,54,312
1.826272856510091,3,0,2,2,7,4,2,7,54,313
-0.5932353632049022,3,1,2,1,7,4,2,7,54,314
0.4587247323233557,3,0,2,4,2,4,0,7,0,315
2.0366648756157426,3,1,2,4,2,4,0,7,54,316
-0.38284334409925064,3,1,2,1,0,4,0,10,54,317
1.721076846957265,0,0,2,2,7,4,0,7,30,318
1.6158808374044393,3,1,2,4,2,1,0,1,54,319
0.24833271321770412,3,0,0,3,0,4,2,0,54,320
0.5639207418761815,3,0,2,4,9,2,2,7,49,321
0.037940694112052524,3,1,2,1,2,4,0,7,30,322
0.14313670366487832,3,0,2,2,2,4,0,14,17,323
1.0899007896403103,3,1,2,2,11,4,2,7,25,324
-0.2776473345464248,3,1,2,4,9,4,0,10,54,325
2.4574489138270454,3,1,2,2,2,4,0,7,54,326
-0.06725531544077326,3,0,2,2,7,1,0,7,54,327
0.774312760981833,3,0,2,10,0,1,0,7,30,328
1.9314688660629167,0,1,2,1,2,4,0,7,54,329
-0.2776473345464248,3,0,2,3,7,4,0,20,22,330
0.3535287227705299,3,1,2,4,13,4,0,7,0,331
-1.3296074300746827,3,0,2,2,7,4,2,20,54,332
3.193820980696826,3,0,2,10,0,4,0,7,54,333
1.300292808745962,3,0,2,4,2,4,0,10,55,334
0.8795087705346588,3,0,2,3,2,1,0,7,54,335
3.299016990249652,3,0,2,2,2,4,0,4,54,336
2.247056894721394,3,0,2,2,2,4,0,14,30,337
3.0886249711440006,3,0,2,2,2,4,0,1,54,338
0.24833271321770412,3,0,2,1,0,4,0,10,54,339
-0.17245132499359905,3,1,2,1,9,4,0,10,54,340
-1.224411420521857,3,1,2,2,2,4,2,20,54,341
-1.3296074300746827,3,1,0,0,0,1,0,27,54,342
2.9834289615911747,3,1,2,1,0,1,0,10,54,343
0.24833271321770412,3,0,2,3,2,3,0,7,54,344
-0.5932353632049022,3,1,2,4,7,4,0,7,54,345
1.300292808745962,3,0,2,2,2,4,0,7,54,346
-0.17245132499359905,3,0,2,9,9,2,2,13,54,347
-0.5932353632049022,3,1,2,2,9,4,0,10,54,348
0.24833271321770412,3,1,2,2,2,3,0,1,54,349
1.721076846957265,3,1,2,4,2,3,0,10,0,350
-0.4880393536520764,3,0,2,2,2,3,0,10,54,351
0.3535287227705299,3,1,2,2,14,4,0,12,0,352
1.6158808374044393,3,0,2,1,2,4,0,7,54,353
-0.06725531544077326,3,1,2,1,2,4,0,7,30,354
-0.698431372757728,3,0,2,4,0,4,0,9,54,355
0.14313670366487832,3,1,2,10,0,1,0,1,54,356
-0.17245132499359905,0,1,2,1,13,4,0,9,54,357
2.6678409329326973,3,1,2,1,12,3,2,7,54,358
0.9847047800874846,3,1,2,9,2,4,0,7,54,359
0.8795087705346588,3,0,2,4,2,4,0,10,17,360
0.5639207418761815,3,1,2,4,13,1,0,6,54,361
2.9834289615911747,3,1,2,4,2,4,0,9,54,362
-1.0140194014162054,3,0,2,6,2,2,2,7,54,363
2.6678409329326973,3,0,2,2,7,3,0,7,54,364
1.1950967991931363,3,0,2,3,2,4,0,7,54,365
-1.224411420521857,3,0,2,2,2,4,0,20,17,366
-0.2776473345464248,3,1,1,9,7,4,0,7,54,367
0.9847047800874846,3,0,2,10,2,4,0,7,47,368
-0.9088233918633796,3,1,2,4,9,4,0,7,54,369
1.826272856510091,3,0,2,3,5,4,0,10,54,370
2.8782329520383487,3,1,2,2,0,4,0,7,49,371
0.14313670366487832,3,0,2,5,2,2,0,7,54,372
0.4587247323233557,3,1,2,2,9,4,0,7,49,373
-0.17245132499359905,3,0,1,10,15,4,0,12,54,374
-0.38284334409925064,3,1,2,4,2,4,0,7,32,375
-0.2776473345464248,3,1,0,0,7,4,2,12,27,376
1.6158808374044393,3,1,2,4,0,4,0,15,54,377
-0.8036273823105538,3,1,2,4,2,4,0,7,0,378
2.141860885168568,3,0,2,10,9,2,0,10,54,379
0.037940694112052524,3,0,2,4,0,4,0,10,34,380
-0.06725531544077326,3,0,2,4,6,3,0,23,46,381
-1.0140194014162054,3,0,2,2,2,4,0,20,11,382
0.14313670366487832,3,0,2,1,0,4,0,7,0,383
1.300292808745962,3,1,2,2,9,4,0,7,54,384
0.037940694112052524,3,0,2,2,2,4,0,7,54,385
0.774312760981833,3,0,2,4,12,1,0,7,55,386
1.6158808374044393,3,0,2,4,7,4,0,7,54,387
0.14313670366487832,3,1,2,1,2,4,2,7,0,388
0.6691167514290073,3,0,2,4,7,3,0,10,54,389
-0.698431372757728,3,1,2,2,2,4,0,7,0,390
-0.9088233918633796,3,1,2,7,9,5,1,7,54,391
1.721076846957265,3,1,2,4,2,3,0,10,54,392
-0.4880393536520764,3,1,2,4,0,4,0,25,54,393
2.8782329520383487,3,1,2,4,2,4,0,7,0,394
-0.8036273823105538,3,1,2,4,2,4,0,7,54,395
-0.17245132499359905,0,1,2,1,9,4,0,23,54,396
-1.4348034396275084,3,1,2,1,9,4,0,20,54,397
-0.4880393536520764,3,0,2,10,7,4,0,7,54,398
-1.224411420521857,3,1,2,1,9,4,2,5,43,399
1.1950967991931363,3,1,2,2,2,2,1,26,54,400
-0.4880393536520764,3,1,2,1,0,4,0,10,0,401
-0.17245132499359905,3,1,2,2,2,4,0,7,0,402
0.9847047800874846,3,1,2,2,2,4,0,9,54,403
0.5639207418761815,3,1,2,2,0,4,0,10,0,404
1.0899007896403103,3,1,2,1,2,4,0,1,30,405
-0.5932353632049022,3,0,2,3,2,4,0,27,32,406
0.5639207418761815,3,1,2,4,2,4,2,7,17,407
1.9314688660629167,3,1,2,2,2,2,0,7,54,408
1.826272856510091,0,1,2,1,9,4,2,5,55,409
0.037940694112052524,3,1,2,3,2,3,2,13,32,410
-0.5932353632049022,3,0,2,0,12,0,1,2,49,411
-0.9088233918633796,3,1,2,2,2,4,2,20,0,412
-0.38284334409925064,3,1,2,1,2,3,0,7,54,413
1.300292808745962,0,1,0,1,2,4,2,20,48,414
0.8795087705346588,3,0,2,3,5,4,0,10,21,415
-0.5932353632049022,3,1,2,10,13,4,2,7,54,416
0.4587247323233557,3,1,2,2,9,2,2,1,54,417
0.9847047800874846,0,0,0,4,9,2,0,14,54,418
1.4054888182987877,3,1,2,1,2,4,0,14,30,419
-0.5932353632049022,3,1,2,2,9,2,0,7,54,420
-0.9088233918633796,3,1,2,4,2,4,0,7,54,421
-0.2776473345464248,3,1,2,2,0,4,0,9,54,422
0.14313670366487832,3,0,2,10,0,1,0,7,54,423
2.141860885168568,3,1,2,0,0,4,0,8,30,424
-0.698431372757728,3,1,2,1,2,4,0,14,30,425
3.0886249711440006,3,1,2,4,2,4,0,7,54,426
-0.38284334409925064,3,1,2,2,2,4,0,10,54,427
0.3535287227705299,3,1,2,2,13,1,2,25,54,428
-0.2776473345464248,3,0,2,1,2,4,0,10,54,429
1.4054888182987877,3,1,2,2,2,4,0,0,0,430
-0.698431372757728,3,0,2,9,2,4,0,7,34,431
1.300292808745962,2,0,2,10,7,4,2,7,54,432
-0.17245132499359905,3,0,2,4,2,3,2,0,54,433
2.7730369424855232,3,0,2,3,0,4,0,10,54,434
1.300292808745962,3,0,2,4,2,4,0,10,54,435
-0.06725531544077326,3,0,2,4,9,2,0,19,54,436
0.6691167514290073,3,0,2,3,9,4,2,10,38,437
1.6158808374044393,3,0,2,2,2,3,0,10,32,438
-0.38284334409925064,0,1,0,4,7,2,2,1,54,439
3.404212999802478,3,0,2,2,2,3,0,7,54,440
2.6678409329326973,3,0,2,0,0,1,0,7,54,441
3.404212999802478,3,0,2,1,7,4,0,10,54,442
-0.5932353632049022,3,1,2,2,9,4,0,24,54,443
2.141860885168568,3,1,1,0,8,4,0,7,54,444
1.4054888182987877,3,0,2,3,2,4,0,10,54,445
-0.8036273823105538,3,0,2,2,9,1,0,7,54,446
-0.5932353632049022,3,0,2,9,2,4,0,7,54,447
-0.698431372757728,3,0,2,4,0,4,0,10,54,448
0.3535287227705299,3,1,2,1,2,4,0,9,54,449
-1.119215410969031,3,1,2,1,0,4,2,8,32,450
1.721076846957265,3,0,2,4,2,4,0,7,54,451
-0.4880393536520764,3,1,0,1,2,5,2,14,54,452
-0.06725531544077326,0,1,2,10,0,4,0,7,32,453
2.4574489138270454,3,0,2,3,11,4,0,10,54,454
0.5639207418761815,3,0,2,1,5,4,0,14,54,455
-0.8036273823105538,3,1,2,2,2,4,0,20,54,456
0.037940694112052524,3,0,2,2,2,4,0,9,54,457
-1.4348034396275084,3,1,2,2,2,1,0,8,50,458
-1.3296074300746827,3,1,2,4,2,4,0,21,30,459
-1.0140194014162054,3,0,2,4,2,4,0,13,54,460
0.4587247323233557,3,0,2,1,9,4,0,10,28,461
-1.3296074300746827,3,0,2,7,9,4,0,8,30,462
1.1950967991931363,3,0,2,3,2,4,0,10,54,463
0.14313670366487832,3,0,2,9,0,4,0,7,0,464
-0.4880393536520764,3,0,1,9,15,2,0,7,54,465
-0.5932353632049022,3,1,2,2,0,4,0,0,54,466
0.6691167514290073,0,1,2,1,0,4,0,10,0,467
-0.06725531544077326,3,1,2,4,2,4,0,10,54,468
-0.4880393536520764,3,1,2,9,2,2,0,9,54,469
0.14313670366487832,3,1,2,1,9,4,0,7,54,470
0.037940694112052524,3,1,2,4,2,4,0,23,54,471
0.24833271321770412,3,0,0,4,7,4,0,10,54,472
-0.17245132499359905,3,0,2,4,0,4,0,7,0,473
3.0886249711440006,3,1,2,2,8,1,0,7,54,474
0.24833271321770412,3,0,2,3,9,4,0,7,49,475
-0.2776473345464248,3,1,2,1,0,4,0,10,0,476
-0.17245132499359905,3,1,2,1,9,4,0,7,54,477
-0.2776473345464248,3,1,2,4,2,4,0,7,54,478
1.0899007896403103,3,1,2,2,0,5,0,7,54,479
1.1950967991931363,1,0,2,5,9,4,2,7,54,480
0.774312760981833,3,1,1,10,2,4,2,7,54,481
-0.38284334409925064,3,1,2,1,8,4,0,7,54,482
0.4587247323233557,3,1,2,0,2,1,0,14,11,483
0.774312760981833,0,1,2,2,9,4,0,7,54,484
-1.0140194014162054,3,1,2,4,7,4,2,7,54,485
0.8795087705346588,3,1,2,4,2,4,0,7,54,486
-0.5932353632049022,3,1,2,2,7,5,2,1,54,487
-0.698431372757728,3,0,2,9,0,3,0,0,0,488
0.3535287227705299,3,1,2,4,0,2,2,7,54,489
-0.4880393536520764,3,1,2,1,2,4,0,0,54,490
0.14313670366487832,3,0,2,10,0,4,0,10,54,491
0.14313670366487832,3,1,2,4,2,4,0,20,49,492
0.037940694112052524,3,1,1,2,0,4,2,20,54,493
-0.8036273823105538,0,1,2,4,2,4,0,7,54,494
-0.06725531544077326,3,1,2,2,2,4,0,14,17,495
-1.0140194014162054,3,1,2,1,7,4,1,7,54,496
1.6158808374044393,3,1,2,4,2,2,0,7,54,497
0.774312760981833,3,0,2,2,0,4,0,8,30,498
0.24833271321770412,3,1,2,2,2,4,0,10,0,499
-0.17245132499359905,3,1,2,4,9,4,0,10,32,500
-0.38284334409925064,3,1,1,4,0,4,0,0,16,501
0.037940694112052524,3,1,2,2,0,4,0,20,30,502
0.6691167514290073,3,0,2,3,2,3,0,7,50,503
-0.698431372757728,3,0,2,9,9,4,0,23,54,504
-0.8036273823105538,3,1,2,1,9,4,0,10,54,505
0.037940694112052524,3,1,2,1,2,4,0,8,54,506
-0.06725531544077326,3,1,2,1,2,4,0,7,54,507
0.8795087705346588,3,0,2,2,7,1,0,10,54,508
-0.17245132499359905,3,0,2,10,0,4,0,9,17,509
-0.4880393536520764,3,0,2,1,7,4,0,7,54,510
-0.9088233918633796,3,1,2,2,9,2,2,7,54,511
-0.5932353632049022,3,1,2,0,2,4,0,8,17,512
-0.38284334409925064,3,0,1,4,15,4,0,26,54,513
-0.9088233918633796,3,1,2,1,5,4,2,8,54,514
-0.9088233918633796,3,1,2,1,2,4,0,8,54,515
-0.17245132499359905,3,1,2,4,9,4,2,8,54,516
-0.698431372757728,3,1,2,4,7,4,0,14,51,517
0.3535287227705299,3,0,2,3,2,4,0,7,30,518
-0.8036273823105538,3,1,2,1,2,4,0,20,54,519
-0.5932353632049022,3,0,1,9,2,4,2,1,54,520
0.4587247323233557,3,0,1,2,0,4,0,24,50,521
1.5106848278516136,3,0,2,10,2,4,2,7,54,522
2.8782329520383487,3,1,2,0,2,2,2,10,54,523
-1.3296074300746827,3,1,2,10,9,1,0,20,54,524
-0.06725531544077326,3,1,2,1,2,4,0,7,54,525
-1.119215410969031,3,1,2,1,4,3,0,20,17,526
-0.06725531544077326,3,1,2,1,6,0,2,14,47,527
1.0899007896403103,0,1,2,4,2,4,0,27,30,528
1.0899007896403103,3,1,1,10,0,4,0,7,54,529
1.5106848278516136,3,1,1,1,2,4,0,10,54,530
0.5639207418761815,3,0,2,4,9,4,0,10,54,531
-0.2776473345464248,3,1,2,0,0,4,0,8,30,532
-0.698431372757728,3,1,2,2,15,2,2,25,34,533
0.3535287227705299,3,1,2,2,2,3,0,7,54,534
0.14313670366487832,3,1,1,4,2,4,0,7,17,535
-0.17245132499359905,3,1,2,4,7,4,0,7,54,536
0.24833271321770412,3,0,2,1,7,2,2,12,54,537
-0.17245132499359905,3,1,2,10,2,4,0,7,54,538
-1.224411420521857,3,1,2,2,2,4,2,27,0,539
-0.06725531544077326,3,1,2,2,9,4,0,10,54,540
-0.9088233918633796,3,1,1,10,2,4,2,7,54,541
-1.0140194014162054,3,1,2,4,9,4,0,20,47,542
-0.2776473345464248,3,1,2,4,9,3,0,7,54,543
0.3535287227705299,0,0,2,2,2,4,0,0,54,544
0.774312760981833,3,1,2,4,2,4,0,7,54,545
0.4587247323233557,2,0,2,3,2,4,0,7,32,546
-0.698431372757728,3,1,2,10,2,4,0,7,54,547
-0.4880393536520764,3,1,2,4,2,4,0,10,54,548
-0.2776473345464248,3,1,2,2,2,4,0,7,54,549
-0.17245132499359905,3,1,2,10,13,4,0,26,32,550
-0.5932353632049022,0,1,2,4,2,3,2,4,43,551
-0.8036273823105538,3,0,2,1,0,4,0,7,54,552
-0.8036273823105538,3,1,2,2,13,5,2,7,54,553
-0.4880393536520764,3,1,2,1,5,4,0,7,49,554
-1.119215410969031,3,0,0,9,0,4,0,20,17,555
-0.698431372757728,3,1,2,1,2,4,0,23,0,556
0.037940694112052524,3,1,2,1,7,4,2,25,54,557
0.037940694112052524,3,0,2,10,0,4,0,7,54,558
-0.5932353632049022,3,1,2,2,2,4,0,10,0,559
-1.119215410969031,3,0,2,3,7,2,2,20,45,560
-1.224411420521857,3,0,2,10,13,1,0,20,54,561
0.4587247323233557,3,1,2,4,9,1,0,10,54,562
-0.4880393536520764,3,1,2,4,7,4,0,25,54,563
-1.119215410969031,3,1,1,4,9,3,0,20,54,564
0.14313670366487832,3,1,2,11,9,2,2,13,54,565
-0.2776473345464248,3,0,1,0,2,1,0,0,54,566
-0.698431372757728,3,0,2,1,0,4,0,7,54,567
-1.119215410969031,3,0,2,3,0,4,0,20,1,568
-0.4880393536520764,3,1,2,2,9,4,0,25,32,569
0.6691167514290073,3,0,2,3,5,4,0,10,54,570
0.037940694112052524,3,1,2,2,9,4,0,7,54,571
1.0899007896403103,3,1,2,1,13,3,0,10,54,572
0.24833271321770412,3,0,2,2,2,4,2,5,54,573
-0.5932353632049022,3,1,2,4,2,4,0,20,54,574
-1.0140194014162054,3,0,1,2,12,1,0,14,30,575
-0.8036273823105538,3,0,2,2,7,4,2,7,54,576
-0.8036273823105538,3,1,1,9,2,4,0,10,34,577
0.24833271321770412,3,1,0,3,9,4,0,10,55,578
0.8795087705346588,3,1,2,2,2,3,0,13,54,579
-0.8036273823105538,3,0,2,10,9,4,0,7,0,580
-0.9088233918633796,0,1,2,2,13,3,2,6,54,581
-0.2776473345464248,3,0,2,2,2,4,0,23,0,582
-0.2776473345464248,3,0,1,10,9,4,0,25,54,583
-0.06725531544077326,3,1,1,10,2,2,2,20,54,584
-0.698431372757728,3,0,2,10,2,4,0,7,0,585
-0.38284334409925064,3,1,2,10,9,4,2,7,49,586
-0.5932353632049022,3,0,2,10,9,4,2,7,0,587
-0.698431372757728,3,0,2,2,2,2,2,6,54,588
-0.38284334409925064,3,1,2,1,7,1,0,27,54,589
-1.119215410969031,3,0,0,10,9,4,0,26,54,590
-0.17245132499359905,3,1,1,2,0,4,0,10,54,591
-0.9088233918633796,3,0,2,1,2,4,2,7,54,592
-0.8036273823105538,3,0,0,2,9,4,0,25,54,593
0.8795087705346588,0,1,2,4,2,2,0,12,54,594
-0.4880393536520764,2,0,0,5,11,3,2,26,54,595
-0.17245132499359905,3,0,2,4,0,4,0,7,54,596
-0.2776473345464248,3,0,2,10,2,4,0,7,54,597
-1.0140194014162054,3,0,1,4,7,4,2,7,32,598
-0.06725531544077326,3,0,2,3,0,4,0,4,54,599
-1.0140194014162054,3,0,2,2,2,3,0,21,54,600
-0.17245132499359905,3,1,2,1,8,4,0,7,17,601
0.4587247323233557,3,0,2,4,2,4,0,7,54,602
-0.9088233918633796,3,1,2,1,9,4,0,7,54,603
-1.224411420521857,3,0,2,9,2,4,2,20,0,604
0.3535287227705299,3,0,2,1,2,4,2,11,54,605
0.3535287227705299,3,1,2,2,0,3,0,0,54,606
-0.2776473345464248,3,0,2,3,2,4,0,7,0,607
-0.8036273823105538,3,1,2,4,0,4,0,7,0,608
-0.06725531544077326,3,0,2,4,7,4,0,10,54,609
-0.5932353632049022,3,1,2,4,0,4,0,7,54,610
0.4587247323233557,3,1,2,2,9,4,0,7,54,611
0.3535287227705299,3,0,2,2,2,4,0,12,54,612
0.037940694112052524,3,0,2,10,9,2,0,10,54,613
-0.5932353632049022,3,0,2,1,0,4,2,23,54,614
0.5639207418761815,3,0,2,2,2,4,0,7,54,615
0.9847047800874846,3,1,2,4,8,3,0,10,32,616
-0.5932353632049022,3,0,2,1,2,4,0,24,32,617
-0.2776473345464248,3,0,1,0,2,2,2,7,54,618
0.14313670366487832,3,0,2,10,13,4,2,7,54,619
0.5639207418761815,3,1,2,1,13,4,2,7,54,620
-0.38284334409925064,3,1,2,2,2,4,0,7,54,621
-0.38284334409925064,3,0,2,10,2,4,0,10,54,622
-0.698431372757728,3,0,0,10,9,4,0,7,54,623
0.24833271321770412,3,1,2,1,9,4,0,10,54,624
0.3535287227705299,3,1,2,4,0,4,0,7,0,625
-0.06725531544077326,3,1,2,4,7,4,0,10,54,626
-0.5932353632049022,3,1,2,2,2,4,0,7,54,627
-0.698431372757728,3,0,2,3,0,4,0,7,54,628
-1.119215410969031,3,0,2,4,7,4,0,27,47,629
1.4054888182987877,3,1,2,0,2,1,0,7,0,630
-0.17245132499359905,3,1,2,2,2,4,0,10,0,631
-0.698431372757728,3,0,2,3,0,4,0,7,54,632
-0.9088233918633796,3,1,2,4,2,4,0,7,54,633
-1.0140194014162054,3,1,1,4,2,4,0,7,30,634
0.037940694112052524,3,1,2,1,2,4,0,10,54,635
0.3535287227705299,3,0,2,4,2,4,0,14,49,636
-0.8036273823105538,3,1,2,4,2,4,0,7,0,637
-0.4880393536520764,3,0,1,4,2,4,2,25,54,638
-0.8036273823105538,3,1,2,7,2,1,0,7,0,639
-0.38284334409925064,3,1,2,2,0,4,0,10,34,640
0.14313670366487832,3,1,2,10,0,4,2,10,54,641
-0.38284334409925064,3,1,2,4,2,4,0,7,54,642
1.0899007896403103,3,0,2,1,2,4,0,9,54,643
-0.38284334409925064,3,1,2,2,3,3,0,1,25,644
-0.4880393536520764,3,0,2,3,2,4,0,7,39,645
-0.8036273823105538,3,0,2,1,15,4,1,20,54,646
0.8795087705346588,3,1,2,2,9,4,0,10,54,647
0.5639207418761815,3,1,2,4,2,3,0,0,54,648
1.721076846957265,3,1,2,0,9,4,0,7,54,649
-0.38284334409925064,3,0,2,10,0,3,0,7,0,650
0.6691167514290073,3,1,2,2,0,4,2,1,54,651
1.300292808745962,3,1,2,2,2,1,0,10,54,652
-0.06725531544077326,3,1,2,4,9,4,2,9,0,653
-0.9088233918633796,3,0,0,0,2,4,0,20,33,654
0.5639207418761815,3,1,2,4,2,2,2,26,54,655
-0.38284334409925064,3,1,2,2,9,4,0,10,30,656
-1.4348034396275084,3,1,2,2,2,4,2,20,32,657
-1.119215410969031,3,1,2,2,2,3,0,20,54,658
-0.38284334409925064,3,1,2,2,0,4,2,7,54,659
1.1950967991931363,3,1,2,4,7,1,0,10,54,660
0.5639207418761815,3,0,2,10,2,4,0,5,45,661
1.4054888182987877,3,1,2,1,2,4,0,11,0,662
-0.698431372757728,3,1,2,1,2,4,0,7,49,663
-0.38284334409925064,3,0,2,4,2,4,0,7,17,664
-0.2776473345464248,3,0,2,4,7,4,0,0,30,665
-0.698431372757728,3,1,2,4,7,4,0,10,34,666
-0.8036273823105538,3,1,1,5,2,3,0,20,30,667
-0.17245132499359905,3,1,2,1,2,4,0,10,0,668
-0.698431372757728,0,0,0,10,2,3,0,7,54,669
-0.06725531544077326,3,0,2,10,7,4,0,11,43,670
-0.4880393536520764,3,1,2,1,2,4,0,7,27,671
-0.17245132499359905,3,1,2,4,2,4,0,13,49,672
